# for hus0h
#korAncorrectedtoincludeallextensions(NYW)usedasvowels,andextendedvowelswrittenastriplevowels(vvv)

7.073.118 .faḏaruuhaataʼkulfiiʼarḍillaahiwalaatamassuuhaabisuuuuuuʼimNNNfayaʼḫuḏakumʻaḏaabunʼaliiim.
7.074.119 .waḏkuruuʼiḏǧaʻalakumḫulafaaaaaaʼamimNNNbaʻdiʻaadiwWWWwabawwaʼakumfilʼarḍitattaḫiḏuunaminNNNsuhuulihaaquṣuurAwWWWwatanḥituunalǧibaalabuyuutaa.
7.074.120 .watanḥituunalǧibaalabuyuutamNNNfaḏkuruuʼaalaaaaaaʼaLLAAhiwalaataʻṯawfilʼarḍimufsidiiin.
7.075.121 .qAAlalmalaʼullaḏiinastakbaruuminNNNqAwmihiilillaḏiinastuḍʻifuulimanʼaamanaminhumʼataʻlamuunaʼanNNNnaṣAAliḥamNNNmursalumNNNmirrAbbih.
7.075.122 .ʼataʻlamuunaʼanNNNnaṣAAliḥamNNNmursalumNNNmirrAbbihiiqAAluuʼinNNNnaabimaaʼursilabihiimuʼminuuun.
7.076.123 .qAAlallaḏiinastakbaruuʼinNNNnaabillaḏiiʼaamanNNNtumNNNbihiikaafiruuun.
7.077.124 .faʻaqArunNNNnaaqAtawaʻatawʻanʼamrirAbbihimwaqAAluuyaaṣAAliḥuʼtinaabimaataʻidunaaʼinNNNkunNNNtaminalmursaliiin.
7.078.125 .faʼaḫAḏathumurrAǧ*fatufaʼaṣbaḥuufiidaarihimǧaaṯimiiin.
7.079.126 .fatawallaaʻanhumwaqAAlayaaqAwmilaqAd*ʼab*laġtukumrisaalatarAbbiiwanaṣAḥtulakumwalaakillaatuḥibbuunanNNNnaaṣiḥiiin.
7.080.127 .waluuṭAnʼiḏqAAlaliqAwmihiiʼataʼtuunalfaaḥišatamaasabaqAkumNNNbihaaminʼaḥadimNNNminalʻaalamiiin.
7.081.128 .ʼinNNNnakumlataʼtuunarriǧaalašahwatamNNNminNNNduuminNNNnisaaaaaaʼ.
7.081.129 .balʼanNNNtumqAwmumNNNmusrifuuun.
7.082.130 .wamaakaanaǧawaabaqAwmihiiʼillaaʼanNNNqAAluuʼaḫriǧuuhumNNNminNNNqAryatikumʼinNNNnahumʼunaasuyYYYyataṭAhharuuun.
7.083.131 .faʼanNNNǧaynaahuwaʼahlahuuʼillamrAʼatahuukaanatminalġAAbiriiin.
7.084.132 .waʼamṭArnaaʻalayhimNNNmaṭArAmNNNfanNNNẓurkayfakaanaʻaaqibatulmuǧ*rimiiin.
7.085.133 .waʼilaamad*yanaʼaḫAAhumšuʻaybaa.
7.085.134 .qAAlayaaqAwmiʻbuduLLAAhamaalakumNNNminʼilahinġAyruhuuqAd*ǧaaaaaaʼatkumNNNbayyinatumNNNmirrAbbikumfaʼawfulkaylawalmiizaanawalaatab*ḫAsunNNNnaasaʼašyaaaaaaʼahum.
7.085.135 .faʼawfulkaylawalmiizaanawalaatab*ḫAsunNNNnaasaʼašyaaaaaaʼahumwalaatufsiduufilʼarḍibaʻdaʼiṣlaaḥihaa.
7.085.136 .ḏaalikumḫAyrullakumʼinNNNkunNNNtumNNNmuʼminiiin.
7.086.137 .walaataqʻuduubikulliṣirAAṭinNNNtuuʻiduunawataṣudduunaʻanNNNsabiilillaahimanʼaamanabihiiwatab*ġuunahaaʻiwaǧaa.
7.086.138 .waḏkuruuʼiḏkunNNNtumqAliilamNNNfakaṯṯarAkumwanNNNẓuruukayfakaanaʻaaqibatulmufsidiiin.
7.087.139 .waʼinNNNkaanaṭAAAAAAʼifatumNNNminNNNkumʼaamanuubillaḏiiʼursiltubihiiwaṭAAAAAAʼifatullamyuʼminuufaṣbiruuḥattaayaḥkumaLLAAhubaynanaa.
7.087.140 .wahuwaḫAyrulḥaakimiiin.
7.088.141 .qAAlalmalaʼullaḏiinastakbaruuminNNNqAwmihiilanuḫriǧanNNNnakayaašuʻaybuwallaḏiinaʼaamanuumaʻakaminNNNqAryatinaaʼawlataʻuudunNNNnafiimillatinaa.
7.088.142 .qAAlaʼawalawkunNNNnaakaarihiiin.
7.089.143 .qAdiftarAynaaʻalaLLAAhikaḏibanʼinʻud*naafiimillatikumNNNbaʻdaʼiḏnaǧǧaanaLLAAhuminhaa.
7.089.144 .wamaayakuunulanaaʼanNNNnaʻuudafiihaaʼillaaʼayYYYyašaaaaaaʼaLLAAhurAbbunaa.
7.089.145 .wasiʻarAbbunaakullašayʼinʻilmaa.
7.089.146 .ʼalaLLAAhitawakkalnaa.
7.089.147 .rAbbanaftaḥbaynanaawabaynaqAwminaabilḥaqqiwaʼanNNNtaḫAyrulfaatiḥiiin.
7.090.148 .waqAAlalmalaʼullaḏiinakafaruuminNNNqAwmihilaʼinittabaʻtumšuʻaybanʼinNNNnakumʼiḏallaḫAAsiruuun.
7.091.149 .faʼaḫAḏathumurrAǧ*fatufaʼaṣbaḥuufiidaarihimǧaaṯimiiin.
7.092.150 .ʼallaḏiinakaḏḏabuušuʻaybanNNNkaʼallamyaġnawfiihaa.
7.092.151 .ʼallaḏiinakaḏḏabuušuʻaybanNNNkaanuuhumulḫAAsiriiin.
7.093.152 .fatawallaaʻanhumwaqAAlayaaqAwmilaqAd*ʼab*laġtukumrisaalaatirAbbiiwanaṣAḥtulakumfakayfaʼaasaaʻalaaqAwminNNNkaafiriiin.
7.094.153 .wamaaʼarsalnaafiiqAryatimNNNminNNNnabiyyinʼillaaʼaḫAḏnaaʼahlahaabilbaʼsaaaaaaʼiwaḍḍArrAAAAAAʼilaʻallahumyaḍḍArrAʻuuun.
7.095.154 .ṯumNNNmabadalnaamakaanassayyiʼatilḥasanataḥattaaʻafawwaqAAluuqAd*massaʼaabaaaaaaʼanaḍḍArrAAAAAAʼuwassarrAAAAAAʼufaʼaḫAḏnaahumNNNbaġtatawWWWwahumlaayašʻuruuun.
7.096.155 .walawʼanNNNnaʼahlalqurAAʼaamanuuwattaqAwlafataḥnaaʻalayhimNNNbarAkaatimNNNminassamaaaaaaʼiwalʼarḍiwalaakinNNNkaḏḏabuu.
7.096.156 .walaakinNNNkaḏḏabuufaʼaḫAḏnaahumNNNbimaakaanuuyaksibuuun.
7.097.157 .ʼafaʼaminaʼahlulqurAAʼayYYYyaʼtiyahumNNNbaʼsunaabayaatawWWWwahumnaaaaaaʼimuuun.
7.098.158 .ʼawaʼaminaʼahlulqurAAʼayYYYyaʼtiyahumNNNbaʼsunaaḍuḥawWWWwahumyalʻabuuun.
7.099.159 .ʼafaʼaminuumakrALLAAhifalaayaʼmanumakrALLAAhiʼillalqAwmulḫAAsiruuun.
7.100.160 .ʼawalamyahdilillaḏiinayariṯuunalʼarḍAmimNNNbaʻdiʼahlihaaʼallawnašaaaaaaʼuʼaṣAb*naahumNNNbiḏunuubihim.
7.100.161 .wanaṭ*baʻuʻalaaquluubihimfahumlaayasmaʻuuun.
7.101.162 .tilkalqurAAnaquṣṣuʻalaykaminʼamNNNbaaaaaaʼihaa.
7.101.163 .walaqAd*ǧaaaaaaʼathumrusuluhumNNNbilbayyinaatifamaakaanuuliyuʼminuubimaakaḏḏabuuminNNNqAb*l.
7.101.164 .kaḏaalikayaṭ*baʻuLLAAhuʻalaaquluubilkaafiriiin.
7.102.165 .wamaawaǧad*naaliʼakṯarihimNNNminʻahdiwWWWwaʼiwWWWwaǧad*naaʼakṯarAhumlafaasiqiiin.
7.103.166 .ṯumNNNmabaʻaṯnaamimNNNbaʻdihimNNNmuusaabiʼaayaatinaaʼilaafirʻawnawamalaʼihifaẓAlamuubihaafanNNNẓurkayfakaanaʻaaqibatulmufsidiiin.
7.104.167 .waqAAlamuusaayaafirʻawnuʼinNNNniirAsuulumNNNmirrAbbilʻaalamiiin.
7.105.168 .ḥaqiiqunʻalaaʼallaaʼaquulaʻalaLLAAhiʼillalḥaqq*.
7.105.169 .qAd*ǧiʼtukumNNNbibayyinatimNNNmirrAbbikumfaʼarsilmaʻiyabaniiʼisrAAAAAAʼiiil.
7.106.170 .qAAlaʼinNNNkunNNNtaǧiʼtabiʼaayatimNNNfaʼtibihaaʼinNNNkunNNNtaminaṣṣAAdiqiiin.
7.107.171 .faʼalqAAʻaṣAAhufaʼiḏaahiyaṯuʻbaanumNNNmubiiin.
7.108.172 .wanazaʻayadahuufaʼiḏaahiyabayḍAAAAAAʼulinNNNnaaẓiriiin.
7.109.173 .qAAlalmalaʼuminNNNqAwmifirʻawnaʼinNNNnahaaḏaalasaaḥirunʻaliiim.
7.110.174 .yuriiduʼayYYYyuḫriǧakumNNNminʼarḍikumfamaaḏaataʼmuruuun.
7.111.175 .qAAluuʼarǧihwaʼaḫAAhuwaʼarsilfilmadaaaaaaʼiniḥaaširiiin.
7.112.176 .yaʼtuukabikullisaaḥirinʻaliiim.
7.113.177 .waǧaaaaaaʼassaḥarAtufirʻawnaqAAluuʼinNNNnalanaalaʼaǧ*rAnʼinNNNkunNNNnaanaḥnulġAAlibiiin.
7.114.178 .qAAlanaʻamwaʼinNNNnakumlaminalmuqArrAbiiin.
7.115.179 .qAAluuyaamuusaaʼimNNNmaaʼanNNNtulqiyawaʼimNNNmaaʼanNNNnakuunanaḥnulmulqiiin.
7.116.180 .qAAlaʼalquufalamNNNmaaʼalqAwsaḥaruuʼaʻyunanNNNnaasiwastarhabuuhumwaǧaaaaaaʼuubisiḥrinʻaẓiiim.
7.117.181 .waʼawḥaynaaʼilaamuusaaʼanʼalqiʻaṣAAkafaʼiḏaahiyatalqAfumaayaʼfikuuun.
7.118.182 .fawaqAʻalḥaqquwabaṭAlamaakaanuuyaʻmaluuun.
7.119.183 .faġulibuuhunaalikawanNNNqAlabuuṣAAġiriiin.
7.120.184 .waʼulqiyassaḥarAtusaaǧidiiin.
7.121.185 .qAAluuʼaamanNNNnaabirAbbilʻaalamiiin.
7.122.186 .rAbbimuusaawahaaruuun.
7.123.187 .qAAlafirʻawnuʼaamanNNNtumNNNbihiiqAb*laʼanʼaaḏanalakumʼinNNNnahaaḏaalamakrumNNNmakartumuuhufilmadiinatilituḫriǧuuminhaaʼahlahaafasawfataʻlamuuun.
7.124.188 .laʼuqAṭṭiʻanNNNnaʼaydiyakumwaʼarǧulakumNNNminḫilaafinNNNṯumNNNmalaʼuṣAllibanNNNnakumʼaǧ*maʻiiin.
7.125.189 .qAAluuʼinNNNnaaʼilaarAbbinaamunNNNqAlibuuun.
7.126.190 .wamaatanNNNqimuminNNNnaaʼillaaʼanʼaamanNNNnaabiʼaayaatirAbbinaalamNNNmaaǧaaaaaaʼatnaa.
7.126.191 .rAbbanaaʼafriġʻalaynaaṣAb*rAwWWWwatawaffanaamuslimiiin.
7.127.192 .waqAAlalmalaʼuminNNNqAwmifirʻawnaʼataḏarumuusaawaqAwmahuliyufsiduufilʼarḍiwayaḏarAkawaʼaalihatak.
7.127.193 .qAAlasanuqAttiluʼab*naaaaaaʼahumwanastaḥyiinisaaaaaaʼahumwaʼinNNNnaafawqAhumqAAhiruuun.
7.128.194 .qAAlamuusaaliqAwmihistaʻiinuubillaahiwaṣbiruuʼinNNNnalʼarḍAlillaahiyuuriṯuhaamayYYYyašaaaaaaʼuminʻibaadihiwalʻaaqibatulilmuttaqiiin.
7.129.195 .qAAluuʼuuḏiinaaminNNNqAb*liʼanNNNtaʼtiyanaawamimNNNbaʻdimaaǧiʼtanaa.
7.129.196 .qAAlaʻasaarAbbukumʼayYYYyuhlikaʻaduwwakumwayastaḫlifakumfilʼarḍifayanNNNẓurAkayfataʻmaluuun.
7.130.197 .walaqAd*ʼaḫAḏnaaʼaalafirʻawnabissiniinawanaqṣimNNNminaṯṯamarAAtilaʻallahumyaḏḏakkaruuun.
7.131.198 .faʼiḏaaǧaaaaaaʼathumulḥasanatuqAAluulanaahaaḏihiiwaʼinNNNtuṣib*humsayyiʼatuyYYYyaṭṭAyyaruubimuusaawamamNNNmaʻah.
7.131.199 .ʼalaaʼinNNNnamaaṭAAAAAAʼiruhumʻinNNNdaLLAAhiwalaakinNNNnaʼakṯarAhumlaayaʻlamuuun.
7.132.200 .waqAAluumahmaataʼtinaabihiiminʼaayatillitasḥarAnaabihaafamaanaḥnulakabimuʼminiiin.
7.133.201 .faʼarsalnaaʻalayhimuṭṭuufaanawalǧarAAdawalqumNNNmalawaḍḍAfaadiʻawadamaʼaayaatimNNNmufaṣṣAlaatimNNNfastakbaruuwakaanuuqAwmamNNNmuǧ*rimiiin.
7.134.202 .walamNNNmaawaqAʻaʻalayhimurriǧ*zuqAAluuyaamuusad*ʻulanaarAbbakabimaaʻahidaʻinNNNdakalaʼinNNNkašaftaʻanNNNnarriǧ*zalanuʼminanNNNnalakawalanursilanNNNnamaʻakabaniiʼisrAAAAAAʼiiil.
7.135.203 .falamNNNmaakašafnaaʻanhumurriǧ*zaʼilaaʼaǧalinhumNNNbaaliġuuhuʼiḏaahumyanNNNkuṯuuun.
7.136.204 .fanNNNtaqAmnaaminhumfaʼaġrAqnaahumfilyamNNNmibiʼanNNNnahumkaḏḏabuubiʼaayaatinaawakaanuuʻanhaaġAAfiliiin.
7.137.205 .waʼawrAṯnalqAwmallaḏiinakaanuuyustaḍʻafuunamašaariqAlʼarḍiwamaġAAribahallatiibaarAknaafiihaawatamNNNmatkalimaturAbbikalḥusnaa.
7.137.206 .watamNNNmatkalimaturAbbikalḥusnaaʻalaabaniiʼisrAAAAAAʼiilabimaaṣAbaruuwadamNNNmarnaamaakaanayaṣnaʻufirʻawnuwaqAwmuhuwamaakaanuuyaʻrišuuun.
7.138.207 .waǧaawaznaabibaniiʼisrAAAAAAʼiilalbaḥrAfaʼatawʻalaaqAwmiyYYYyaʻkufuunaʻalaaʼaṣnaamillahum.
7.138.208 .qAAluuyaamuusaǧ*ʻallanaaʼilahanNNNkamaalahumʼaalihah.
7.138.209 .qAAlaʼinNNNnakumqAwmunNNNtaǧ*haluuun.
7.139.210 .ʼinNNNnahaaʼulaaaaaaʼimutabbarumNNNmaahumfiihiwabaaṭilumNNNmaakaanuuyaʻmaluuun.
7.140.211 .qAAlaʼaġAyrALLAAhiʼab*ġiikumʼilahawWWWwahuwafaḍḍAlakumʻalalʻaalamiiin.
7.141.212 .waʼiḏʼanNNNǧaynaakumNNNminʼaalifirʻawnayasuumuunakumsuuuuuuʼalʻaḏaabiyuqAttiluunaʼab*naaaaaaʼakumwayastaḥyuunanisaaaaaaʼakum.
7.141.213 .wafiiḏaalikumNNNbalaaaaaaʼumNNNmirrAbbikumʻaẓiiim.
7.142.214 .wawaaʻad*naamuusaaṯalaaṯiinalaylatawWWWwaʼatmamnaahaabiʻašrimNNNfatamNNNmamiiqAAturAbbihiiʼarbaʻiinalaylah.
7.142.215 .waqAAlamuusaaliʼaḫiihihaaruunaḫlufniifiiqAwmiiwaʼaṣliḥwalaatattabiʻsabiilalmufsidiiin.
7.143.216 .walamNNNmaaǧaaaaaaʼamuusaalimiiqAAtinaawakallamahurAbbuhuqAAlarAbbiʼariniiʼanNNNẓurʼilayy.
7.143.217 .qAAlalanNNNtarAAniiwalaakininNNNẓurʼilalǧabalifaʼinistaqArrAmakaanahufasawfatarAAnii.
7.143.218 .falamNNNmaataǧallaarAbbuhulilǧabaliǧaʻalahuudakkawWWWwaḫArrAmuusaaṣAʻiqAA.
7.143.219 .falamNNNmaaʼafaaqAqAAlasub*ḥaanakatub*tuʼilaykawaʼanaaʼawwalulmuʼminiiin.
7.144.220 .qAAlayaamuusaaʼinNNNniṣṭAfaytukaʻalanNNNnaasibirisaalaatiiwabikalaamiifaḫuḏmaaʼaataytukawakumNNNminaššaakiriiin.
7.145.221 .wakatab*naalahuufilʼalwaaḥiminNNNkullišayʼimNNNmawʻiẓAtawWWWwatafṣiilallikullišayʼimNNNfaḫuḏhaabiquwwatiwWWWwaʼmurqAwmakayaʼḫuḏuubiʼaḥsanihaa.
7.145.222 .saʼuriikumdaarAlfaasiqiiin.
7.146.223 .saʼaṣrifuʻanʼaayaatiyallaḏiinayatakabbaruunafilʼarḍibiġAyrilḥaqqiwaʼiyYYYyarAwkullaʼaayatillaayuʼminuubihaawaʼiyYYYyarAwsabiilarrušdilaayattaḫiḏuuhusabiilaa.
7.146.224 .waʼiyYYYyarAwsabiilarrušdilaayattaḫiḏuuhusabiilawWWWwaʼiyYYYyarAwsabiilalġAyyiyattaḫiḏuuhusabiilan.
7.146.225 .ḏaalikabiʼanNNNnahumkaḏḏabuubiʼaayaatinaawakaanuuʻanhaaġAAfiliiin.
7.147.226 .wallaḏiinakaḏḏabuubiʼaayaatinaawaliqAAAAAAʼilʼaaḫirAtiḥabiṭAtʼaʻmaaluhum.
7.147.227 .halyuǧ*zawnaʼillaamaakaanuuyaʻmaluuun.
7.148.228 .wattaḫAḏaqAwmumuusaamimNNNbaʻdihiiminḥuliyyihimʻiǧ*lanNNNǧasadallahuuḫuwaaar.
7.148.229 .ʼalamyarAwʼanNNNnahulaayukallimuhumwalaayahdiihimsabiilaa.
7.148.230 .ʼittaḫAḏuuhuwakaanuuẓAAlimiiin.
7.149.231 .walamNNNmaasuqiṭAfiiʼaydiihimwarAʼawʼanNNNnahumqAd*ḍAlluuqAAluulaʼillamyarḥamnaarAbbunaawayaġfirlanaalanakuunanNNNnaminalḫAAsiriiin.
7.150.232 .walamNNNmaarAǧaʻamuusaaʼilaaqAwmihiġAḍbaanaʼasifanNNNqAAlabiʼsamaaḫAlaftumuuniimimNNNbaʻdiiʼaʻaǧiltumʼamrArAbbikumwaʼalqAlʼalwaaḥawaʼaḫAḏabirAʼsiʼaḫiihiyaǧurruhuʼilayyh.
7.150.233 .qAAlab*naʼumNNNmaʼinNNNnalqAwmastaḍʻafuuniiwakaaduuyaqtuluunaniifalaatušmitbiyalʼaʻdaaaaaaʼawalaataǧ*ʻalniimaʻalqAwmiẓẓAAlimiiin.
7.151.234 .qAAlarAbbiġfirliiwaliʼaḫiiwaʼad*ḫilnaafiirAḥmatikawaʼanNNNtaʼarḥamurrAAḥimiiin.
7.152.235 .ʼinNNNnallaḏiinattaḫAḏulʻiǧ*lasayanaaluhumġAḍAbumNNNmirrAbbihimwaḏillatumNNNfilḥayaatiddunyaa.
7.152.236 .wakaḏaalikanaǧ*zilmuftariiin.
7.153.237 .wallaḏiinaʻamilussayyiʼaatiṯumNNNmataabuumimNNNbaʻdihaawaʼaamanuuʼinNNNnarAbbakamimNNNbaʻdihaalaġAfuururrAḥiiim.
7.154.238 .walamNNNmaasakataʻamNNNmuusalġAḍAbuʼaḫAḏalʼalwaaḥawafiinusḫAtihaahudawWWWwarAḥmatullillaḏiinahumlirAbbihimyarhabuuun.
7.155.239 .waḫtaarAmuusaaqAwmahusab*ʻiinarAǧulallimiiqAAtinaafalamNNNmaaʼaḫAḏathumurrAǧ*fatuqAAlarAbbilawšiʼtaʼahlaktahumNNNminNNNqAb*luwaʼiyyaayaʼatuhlikunaa.
7.155.240 .ʼatuhlikunaabimaafaʻalassufahaaaaaaʼuminNNNnaaʼinhiyaʼillaafitnatukatuḍillubihaamanNNNtašaaaaaaʼuwatahdiimanNNNtašaaaaaaʼ.
7.155.241 .ʼanNNNtawaliyyunaafaġfirlanaawarḥamnaawaʼanNNNtaḫAyrulġAAfiriiin.
7.156.242 .waktub*lanaafiihaaḏihiddunyaaḥasanatawWWWwafilʼaaḫirAtiʼinNNNnaahud*naaʼilayyk.
7.156.243 .qAAlaʻaḏaabiiʼuṣiibubihiimanʼašaaaaaaʼuwarAḥmatiiwasiʻatkullašayʼimNNNfasaʼaktubuhaalillaḏiinayattaquunawayuʼtuunazzakaatawallaḏiinahumNNNbiʼaayaatinaayuʼminuuun.
7.157.244 .ʼallaḏiinayattabiʻuunarrAsuulanNNNnabiyyalʼumNNNmiyyallaḏiiyaǧiduunahumaktuubanʻinNNNdahumfittawrAAtiwalʼinNNNǧiiliyaʼmuruhumNNNbilmaʻruufiwayanhaahumʻanilmunNNNkariwayuḥillulahuumuṭṭAyyibaaat.
7.157.245 .wayuḥillulahuumuṭṭAyyibaatiwayuḥarrimuʻalayhimulḫAbaaaaaaʼiṯawayaḍAʻuʻanhumʼiṣrAhumwalʼaġlaalallatiikaanatʻalayhim.
7.157.246 .fallaḏiinaʼaamanuubihiiwaʻazzaruuhuwanaṣAruuhuwattabaʻunNNNnuurAllaḏiiʼunNNNzilamaʻahuʼulaaaaaaʼikahumulmufliḥuuun.
7.158.247 .qulyaaʼayyuhanNNNnaasuʼinNNNniirAsuuluLLAAhiʼilaykumǧamiiʻallaḏiilahuumulkussamaawaatiwalʼarḍilaaʼilahaʼillaahuwayuḥyiiwayumiitufaʼaaminuubillaahiwarAsuulih.
7.158.248 .faʼaaminuubillaahiwarAsuulihinNNNnabiyyilʼumNNNmiyyillaḏiiyuʼminubillaahiwakalimaatihiiwattabiʻuuhulaʻallakumtahtaduuun.
7.159.249 .waminNNNqAwmimuusaaʼumNNNmatuyYYYyahduunabilḥaqqiwabihiiyaʻdiluuun.
7.160.250 .waqAṭṭAʻnaahumuṯnatayʻašrAtaʼasbaaṭAnʼumamaa.
7.160.251 .waʼawḥaynaaʼilaamuusaaʼiḏistasqAAhuqAwmuhuuʼaniḍribbiʻaṣAAkalḥaǧarAfamNNNbaǧasatminhuṯnataaʻašrAtaʻaynanNNNqAd*ʻalimakulluʼunaasimNNNmašrAbahum.
7.160.252 .waẓAllalnaaʻalayhimulġAmaamawaʼanNNNzalnaaʻalayhimulmanNNNnawassalwaakuluuminNNNṭAyyibaatimaarAzaq*naakum.
7.160.253 .wamaaẓAlamuunaawalaakinNNNkaanuuʼamNNNfusahumyaẓlimuuun.
7.161.254 .waʼiḏqiilalahumuskunuuhaaḏihilqAryatawakuluuminhaaḥayṯušiʼtumwaquuluuḥiṭṭAtuwWWWwad*ḫululbaabasuǧǧadanNNNnaġfirlakumḫAṭiiiiiiʼaatikum.
7.161.255 .sanaziidulmuḥsiniiin.
7.162.256 .fabadalallaḏiinaẓAlamuuminhumqAwlanġAyrAllaḏiiqiilalahumfaʼarsalnaaʻalayhimriǧ*zamNNNminassamaaaaaaʼibimaakaanuuyaẓlimuuun.
7.163.257 .wasʼalhumʻanilqAryatillatiikaanatḥaaḍirAtalbaḥriʼiḏyaʻduunafissab*tiʼiḏtaʼtiihimḥiitaanuhumyawmasab*tihimšurrAʻawWWWwayawmalaayasbituunalaataʼtiihim.
7.163.258 .kaḏaalikanab*luuhumNNNbimaakaanuuyafsuquuun.
7.164.259 .waʼiḏqAAlatʼumNNNmatumNNNminhumlimataʻiẓuunaqAwmanillaahumuhlikuhumʼawmuʻaḏḏibuhumʻaḏaabanNNNšadiidanNNNqAAluumaʻḏirAtanʼilaarAbbikumwalaʻallahumyattaquuun.
7.165.260 .falamNNNmaanasuumaaḏukkiruubihiiʼanNNNǧaynallaḏiinayanhawnaʻanissuuuuuuʼiwaʼaḫAḏnallaḏiinaẓAlamuubiʻaḏaabimNNNbaʼiisimNNNbimaakaanuuyafsuquuun.
7.166.261 .falamNNNmaaʻatawʻamNNNmaanuhuuʻanhuqulnaalahumkuunuuqirAdatanḫAAsiʼiiin.
7.167.262 .waʼiḏtaʼaḏḏanarAbbukalayab*ʻaṯanNNNnaʻalayhimʼilaayawmilqiyaamatimayYYYyasuumuhumsuuuuuuʼalʻaḏaaab.
7.167.263 .ʼinNNNnarAbbakalasariiʻulʻiqAAbiwaʼinNNNnahuulaġAfuururrAḥiiim.
7.168.264 .waqAṭṭAʻnaahumfilʼarḍiʼumamamNNNminhumuṣṣAAliḥuunawaminhumduunaḏaalikawabalawnaahumNNNbilḥasanaatiwassayyiʼaatilaʻallahumyarǧiʻuuun.
7.169.265 .faḫAlafamimNNNbaʻdihimḫAlfuwWWWwariṯulkitaabayaʼḫuḏuunaʻarAḍAhaaḏalʼad*naawayaquuluunasayuġfarulanaawaʼiyYYYyaʼtihimʻarAḍumNNNmiṯluhuyaʼḫuḏuuuh.
7.169.266 .ʼalamyuʼḫAḏʻalayhimNNNmiiṯaaqulkitaabiʼallaayaquuluuʻalaLLAAhiʼillalḥaqqAwadarAsuumaafiiih.
7.169.267 .waddaarulʼaaḫirAtuḫAyrullillaḏiinayattaquuun.
7.169.268 .ʼafalaataʻqiluuun.
7.170.269 .wallaḏiinayumassikuunabilkitaabiwaʼaqAAmuṣṣAlaataʼinNNNnaalaanuḍiiʻuʼaǧ*rAlmuṣliḥiiin.
7.171.270 .waʼiḏnataqnalǧabalafawqAhumkaʼanNNNnahuẓullatuwWWWwaẓAnNNNnuuʼanNNNnahuwaaqiʻumNNNbihimḫuḏuumaaʼaataynaakumNNNbiquwwatiwWWWwaḏkuruumaafiihilaʻallakumtattaquuun.
7.172.271 .waʼiḏʼaḫAḏarAbbukamimNNNbaniiʼaadamaminNNNẓuhuurihimḏurriyyatahumwaʼašhadahumʻalaaʼamNNNfusihimʼalastubirAbbikumqAAluubalaa.
7.172.272 .šahid*naaʼanNNNtaquuluuyawmalqiyaamatiʼinNNNnaakunNNNnaaʻanhaaḏaaġAAfiliiin.
7.173.273 .ʼawtaquuluuʼinNNNnamaaʼašrAkaʼaabaaaaaaʼunaaminNNNqAb*luwakunNNNnaaḏurriyyatamNNNmimNNNbaʻdihimʼafatuhlikunaabimaafaʻalalmub*ṭiluuun.
7.174.274 .wakaḏaalikanufaṣṣilulʼaayaatiwalaʻallahumyarǧiʻuuun.
7.175.275 .watluʻalayhimnabaʼallaḏiiʼaataynaahuʼaayaatinaafanNNNsalaḫAminhaafaʼatbaʻahuššayṭAAnufakaanaminalġAAwiiin.
7.176.276 .walawšiʼnaalarAfaʻnaahubihaawalaakinNNNnahuuʼaḫladaʼilalʼarḍiwattabaʻahawaahufamaṯaluhuukamaṯalilkalbiʼinNNNtaḥmilʻalayhiyalhaṯ.
7.176.277 .famaṯaluhuukamaṯalilkalbiʼinNNNtaḥmilʻalayhiyalhaṯʼawtatrukhuyalhaṯḏaalikamaṯalulqAwmillaḏiinakaḏḏabuubiʼaayaatinaafaq*ṣuṣilqAṣAṣAlaʻallahumyatafakkaruuun.
7.177.278 .saaaaaaʼamaṯalanilqAwmullaḏiinakaḏḏabuubiʼaayaatinaawaʼamNNNfusahumkaanuuyaẓlimuuun.
7.178.279 .mayYYYyahdillaahufahuwalmuhtadiiwamayYYYyuḍlilfaʼulaaaaaaʼikahumulḫAAsiruuun.
7.179.280 .walaqAd*ḏarAʼnaaliǧahanNNNnamakaṯiirAmNNNminalǧinNNNniwalʼinNNNsilahumquluubullaayafqAhuunabihaawalahumʼaʻyunullaayub*ṣiruunabihaawalahumʼaaḏaanullaayasmaʻuunabihaa.
7.179.281 .ʼulaaaaaaʼikakalʼanʻaamibalhumʼaḍAl.
7.179.282 .ʼulaaaaaaʼikahumulġAAfiluuun.
7.180.283 .walillaahilʼasmaaaaaaʼulḥusnaafad*ʻuuhubihaawaḏarullaḏiinayulḥiduunafiiʼasmaaaaaaʼih.
7.180.284 .sayuǧ*zawnamaakaanuuyaʻmaluuun.
7.181.285 .wamimNNNmanḫAlaqnaaʼumNNNmatuyYYYyahduunabilḥaqqiwabihiiyaʻdiluuun.
7.182.286 .wallaḏiinakaḏḏabuubiʼaayaatinaasanastad*riǧuhumNNNminḥayṯulaayaʻlamuuun.
7.183.287 .waʼumliilahum.
7.183.288 .ʼinNNNnakaydiimatiiin.
7.184.289 .ʼawalamyatafakkaruu.
7.184.290 .maabiṣAAḥibihimNNNminNNNǧinNNNnah.
7.184.291 .ʼinhuwaʼillaanaḏiirumNNNmubiiin.
7.185.292 .ʼawalamyanNNNẓuruufiimalakuutissamaawaatiwalʼarḍiwamaaḫAlaqALLAAhuminNNNšayʼiwWWWwaʼanʻasaaʼayYYYyakuunaqAdiq*tarAbaʼaǧaluhumfabiʼayyiḥadiiṯimNNNbaʻdahuuyuʼminuuun.
